Id,SalePrice
1461,137628.7369220201
1462,137853.8403890728
1463,196158.30029440255
1464,200254.38600464427
1465,181452.02563813055
1466,177671.97395989165
1467,187428.84173403564
1468,165356.63993700925
1469,178269.3015000926
1470,129450.67847224705
1471,196337.93554925025
1472,117510.27176385904
1473,116688.16754697035
1474,153041.15684154737
1475,114722.24062385078
1476,303140.26349080855
1477,236082.3926270096
1478,250307.93650785138
1479,246327.43196647178
1480,454228.86847042816
1481,297925.8233821549
1482,193783.1410854979
1483,180892.27138629372
1484,168767.08723360664
1485,168777.02493831905
1486,196998.8193728826
1487,356456.97519381024
1488,240877.9644817418
1489,189684.41191391766
1490,238212.06567236956
1491,196887.08195284352
1492,99996.05411900197
1493,197246.53510925363
1494,271429.23795271775
1495,269271.56001055555
1496,215441.28058831627
1497,194728.1711401413
1498,162014.95239238147
1499,162485.52999888777
1500,164860.6748359093
1501,180587.11117372202
1502,153424.59721769913
1503,267382.4175505169
1504,225240.41851897357
1505,218822.6813118621
1506,185500.40374009032
1507,279963.19578967144
1508,202121.16155172102
1509,150951.86534184963
1510,140583.4994118211
1511,144561.76724949805
1512,183284.8398406407
1513,147253.93569549863
1514,172833.7933379115
1515,212702.72051152962
1516,137153.71016298715
1517,157395.73107090144
1518,152796.4698234112
1519,230610.8928614535
1520,123323.17716439118
1521,126429.37780783931
1522,164737.78914498555
1523,113965.02800261095
1524,108964.22739801308
1525,115186.18128829794
1526,110687.19408350394
1527,112972.97425028126
1528,146164.15560790952
1529,130828.66914709838
1530,213151.4724841287
1531,113479.39732284259
1532,90105.80248645898
1533,141639.5747332723
1534,123736.7519225624
1535,164949.13184246107
1536,115015.24900526425
1537,103243.19368919788
1538,139475.17516705554
1539,156653.15009476274
1540,119316.8910399039
1541,138744.9856999357
1542,154502.74939013153
1543,172785.27524119514
1544,87106.18602672222
1545,104258.22385346064
1546,111673.18423913009
1547,126711.4231954057
1548,123658.23871672644
1549,124229.51727425908
1550,122265.81743454082
1551,106507.11449020045
1552,149387.82557992294
1553,143639.84936033248
1554,115575.99992619733
1555,153677.03375183637
1556,97385.5620531957
1557,106544.1289114405
1558,94062.66097940883
1559,107623.53013030694
1560,123487.5370500139
1561,152811.15750270511
1562,134868.30301348216
1563,117877.7736880759
1564,169380.22960765363
1565,146024.5450483623
1566,225605.60016811316
1567,88757.33685223626
1568,224080.3043102472
1569,151216.5555218004
1570,126782.74141382336
1571,121348.30514194712
1572,149938.29833478475
1573,228207.45972225527
1574,136134.1481063171
1575,220928.61778525644
1576,254719.61543767617
1577,187013.61894337705
1578,121183.95696585531
1579,156974.57166033838
1580,191194.99179141957
1581,154841.94020021489
1582,122403.80949432694
1583,306833.0514782558
1584,236322.0152425896
1585,151621.56780417167
1586,95180.33137806943
1587,101605.79206552815
1588,148528.79734815346
1589,118715.96176541611
1590,131779.9131460506
1591,96022.16417621773
1592,123137.2538477455
1593,109369.61770647734
1594,154337.41318269624
1595,107253.7121704065
1596,187256.67755233194
1597,190304.03254176417
1598,184335.69282216235
1599,160305.63189476758
1600,161208.18998388152
1601,79070.3235756137
1602,127532.22967687827
1603,90057.37941566732
1604,253242.21435941258
1605,230287.8547527006
1606,165510.17842348406
1607,221020.91692215065
1608,203521.30869693146
1609,179982.8556404042
1610,166973.63331341298
1611,140876.73717899635
1612,193763.79641595608
1613,198899.9702710366
1614,134123.4157022702
1615,108522.76502180345
1616,101955.95822209654
1617,117552.64774608712
1618,131283.0994406289
1619,144394.26424105375
1620,230709.70970601204
1621,157004.21526248663
1622,153465.73653454814
1623,242797.09570899248
1624,219025.66216944015
1625,113965.53485567452
1626,169372.13519459797
1627,196713.65194053116
1628,269837.7938161315
1629,169570.7720464834
1630,347362.3916653789
1631,195442.65412229006
1632,215023.44615183558
1633,164029.17130158594
1634,185853.59580136646
1635,170043.58487207178
1636,155697.85816993183
1637,211803.52422399065
1638,197288.04453233446
1639,190402.35169519304
1640,258328.6743413582
1641,187801.69460471478
1642,216902.47678574498
1643,212864.24132599292
1644,222040.70964848698
1645,243259.0048921547
1646,145540.90004750516
1647,149117.52199867784
1648,134010.61633006798
1649,128169.53906387361
1650,128563.94159085404
1651,143519.388861011
1652,114083.98509656376
1653,114627.17816675715
1654,153402.60304524936
1655,136302.37915301073
1656,148233.3445090977
1657,155275.68976573157
1658,152281.9146541448
1659,124003.54202041375
1660,158123.80910575305
1661,384795.88934174826
1662,349970.0967155741
1663,325453.71583880053
1664,448958.171179011
1665,270329.5497118103
1666,288442.03544332646
1667,334204.4194470764
1668,284682.1112074837
1669,238709.44670500662
1670,289100.15696131147
1671,254022.94090183618
1672,384580.9272768854
1673,276302.8060688632
1674,248619.94960826193
1675,200530.14143965216
1676,202436.4578367463
1677,205548.99109055818
1678,427387.21104998584
1679,325619.1315556029
1680,278128.77839848446
1681,212953.1320303541
1682,260884.60183392858
1683,190932.67138606295
1684,176840.28917939382
1685,175739.0265360296
1686,172456.78402838047
1687,165468.89314759898
1688,193141.32262928662
1689,195846.95910639793
1690,181670.27572174132
1691,172600.21744175642
1692,233901.64931737134
1693,163593.04027875216
1694,177033.20496949434
1695,158354.86913121212
1696,281537.5320864179
1697,159609.80334613624
1698,344750.4900466768
1699,293008.6255527272
1700,259767.3168456063
1701,256024.1110655264
1702,263307.5419139791
1703,241184.86187577873
1704,263740.81014275097
1705,211663.30104476732
1706,388331.61551336193
1707,198189.61075154124
1708,208332.7570797474
1709,251977.01371724403
1710,208608.53237029104
1711,241452.42729292985
1712,239776.25122880095
1713,254552.6118893834
1714,224363.09256926473
1715,199648.00067709334
1716,182982.33145324505
1717,175156.76141584452
1718,143936.29003291656
1719,204104.46268501802
1720,242466.00116055948
1721,180796.63483595412
1722,141796.6738743684
1723,175786.04300049922
1724,215406.46132728553
1725,226041.12947573146
1726,202508.0898567355
1727,166764.77856846934
1728,179115.98781024743
1729,157561.40704210848
1730,166000.674556581
1731,117908.90470627807
1732,125658.68819541157
1733,118583.28275248212
1734,122226.14298055205
1735,127659.8992700103
1736,109306.9725273166
1737,316512.28164585604
1738,232977.63278942654
1739,327403.982200848
1740,225539.4146314184
1741,196766.14068114196
1742,177241.5386691581
1743,175775.1630935608
1744,279480.9576122969
1745,210945.75658039752
1746,200607.09040602154
1747,214992.21078543444
1748,255586.7954886609
1749,156933.40243940242
1750,137989.35859286002
1751,258371.02595573865
1752,113179.69572306155
1753,157286.1865556676
1754,216230.61435647646
1755,157234.19178732813
1756,124493.30917072708
1757,107011.86321090016
1758,148419.13644379575
1759,157593.5575580664
1760,179972.40038507697
1761,153447.60503213794
1762,187306.52962854502
1763,148744.2888078766
1764,107177.3335408644
1765,189928.64054841155
1766,184892.0311660115
1767,248327.3428729177
1768,127116.98258036273
1769,149406.68901940668
1770,136156.647243154
1771,124465.00020832608
1772,137279.71688201735
1773,125545.77078588086
1774,169503.706948812
1775,113512.20439597251
1776,129280.86245087981
1777,95340.59732926833
1778,131911.5390541214
1779,118365.4175320954
1780,158939.1987174342
1781,116522.74345051331
1782,99776.27811330787
1783,160114.05400381825
1784,109192.92756300043
1785,103528.25757355602
1786,149633.92303744928
1787,148513.38000038886
1788,73220.46407761177
1789,93936.01658669957
1790,86460.41202691135
1791,238784.98060259587
1792,159510.46477032913
1793,136025.59212790919
1794,142307.3975158482
1795,118474.81436096624
1796,109438.45150715267
1797,148142.73468909896
1798,110255.40519055034
1799,96281.80089180933
1800,111864.2427182284
1801,141768.95454660998
1802,146809.39253603175
1803,152192.46763448886
1804,140155.2547838787
1805,119518.10825024519
1806,128258.88951140392
1807,133371.10517973962
1808,117236.57277902063
1809,114435.45302375278
1810,134841.89492181814
1811,105266.54830291095
1812,100852.03517227998
1813,122114.54354163187
1814,90862.3866885088
1815,76640.73282039289
1816,86443.38597751233
1817,117412.58806401481
1818,123705.71520856369
1819,119362.53820924724
1820,73705.779574921
1821,105075.90964797817
1822,147128.6671734397
1823,69401.84433061173
1824,113997.56097499808
1825,129458.72620070113
1826,98408.9488679668
1827,111716.50321706003
1828,129100.31526864757
1829,130661.47214072276
1830,134001.22155393855
1831,140186.234803394
1832,119246.03887255468
1833,135772.19519433298
1834,126991.62185239789
1835,133049.32603683716
1836,129069.62889153378
1837,95252.48549454223
1838,119314.5522081206
1839,104010.14848811508
1840,142468.78570410202
1841,140251.46625499136
1842,93698.04965883908
1843,138063.95177355275
1844,129917.46361584528
1845,142641.6911619518
1846,140691.5710936528
1847,157727.51119980635
1848,74146.3042754447
1849,123614.45071500368
1850,113179.64572348639
1851,124210.01208598711
1852,117288.45451472345
1853,134973.46848491806
1854,156839.39750758224
1855,153885.5534384939
1856,224935.30990827322
1857,139244.6686597064
1858,186290.4253374624
1859,134573.413515894
1860,165099.36714507054
1861,133661.87301297707
1862,340455.0324176724
1863,337606.9781126991
1864,337633.57370759064
1865,294489.3108815676
1866,282060.4747031742
1867,236079.79854861714
1868,266910.9001215507
