Id,SalePrice
1461,154071.20297170896
1462,159722.6822589756
1463,177278.52662201156
1464,159583.17306748623
1465,162665.89094433488
1466,180022.38476348974
1467,170620.60618112446
1468,177314.79087820434
1469,175100.38786184767
1470,168935.7934081684
1471,171585.11823042965
1472,198654.94904136544
1473,210017.34998795207
1474,163437.03435609402
1475,171010.7464816182
1476,161807.52836843405
1477,173129.36027216987
1478,155969.8747612948
1479,142419.56833992127
1480,163808.1862612757
1481,167432.78978197716
1482,149562.17539147954
1483,153515.40087740746
1484,168542.6118140173
1485,158922.47273430234
1486,183907.98902520462
1487,174952.5504661067
1488,161905.8963872177
1489,158225.00639506557
1490,157967.16735248675
1491,176825.8613740586
1492,155156.09453890836
1493,166728.06833355696
1494,172572.69450879184
1495,166708.29269390568
1496,157275.55966064896
1497,163006.23677061498
1498,166916.33922747435
1499,170638.96062758865
1500,159969.95176227068
1501,160859.25389243392
1502,170286.8753468317
1503,157792.46816672827
1504,177655.4792538311
1505,160396.843941444
1506,163120.79049070022
1507,166241.4999977296
1508,162925.6293351369
1509,170323.10358024342
1510,167262.39510018236
1511,156156.8577190388
1512,157530.38539353645
1513,186207.14882473717
1514,153502.41672752678
1515,169982.4800382953
1516,156135.31155155794
1517,162649.665837144
1518,166967.56565497883
1519,167375.67381047242
1520,152002.04657435103
1521,153849.76449035943
1522,151225.8220197833
1523,148971.18847765183
1524,150554.69895068047
1525,160671.58386045854
1526,138660.72270926475
1527,170820.30672965903
1528,165269.9478873465
1529,153459.27765764625
1530,169814.5986285734
1531,173695.85164803982
1532,174342.15464964104
1533,172570.38919073308
1534,160217.55645850382
1535,151624.7412142088
1536,162485.3144094246
1537,169954.00444201307
1538,178019.11283909963
1539,180869.32439710537
1540,160911.60248167205
1541,165263.4910319628
1542,165857.74127412617
1543,173443.22104465737
1544,166040.31566532215
1545,159493.51224135316
1546,171735.5406643882
1547,170835.0447837232
1548,161585.5431336694
1549,168717.45847911987
1550,162036.2058331483
1551,180858.72150941406
1552,188824.30795095136
1553,164186.79456280495
1554,164293.2507002151
1555,160249.71092222113
1556,164673.58367392415
1557,156693.1250814317
1558,162699.16076484497
1559,165427.3949418125
1560,166329.00548425788
1561,174655.57874973316
1562,160652.59447624983
1563,169940.8570578619
1564,177542.4002186053
1565,165020.8891125063
1566,163902.0679677356
1567,160319.7695596886
1568,173734.88462747974
1569,152232.09678476263
1570,163017.70997540018
1571,171775.32714981725
1572,151732.75583496894
1573,152667.46476183573
1574,160073.79949394587
1575,163561.1022745719
1576,168215.45974454834
1577,150677.80572530752
1578,158196.75082822685
1579,177725.00328759677
1580,170807.46967322085
1581,156676.47020415636
1582,173951.2041678061
1583,177669.6007394845
1584,174979.90374952194
