Id,SalePrice
1461,117295.26166653995
1462,126752.98084805936
1463,169380.73682085503
1464,180905.4915400932
1465,201138.3931028049
1466,183511.47497558474
1467,162329.31409542353
1468,175443.18289328882
1469,186395.69009821382
1470,121609.35229772082
1471,190953.2985420337
1472,88231.69916674783
1473,89061.29552891327
1474,157137.80563950492
1475,147735.09642304963
1476,423724.9599016013
1477,249975.9648951967
1478,318026.9364618562
1479,299773.53890263813
1480,448160.65716340806
1481,321609.1935347955
1482,229695.8533291862
1483,176223.57081081552
1484,179191.27516469787
1485,159185.62220865546
1486,213506.2812551074
1487,352143.2860429159
1488,241774.56248128193
1489,201661.66516561114
1490,192834.59314184627
1491,186528.667811983
1492,93331.0123893779
1493,176953.76646994246
1494,275700.21089247585
1495,291965.68106396054
1496,209890.0503599061
1497,185295.16701904207
1498,155517.80457319427
1499,155333.56717414665
1500,154724.10475826423
1501,171109.7033085678
1502,150018.72815369835
1503,282536.2444522957
1504,225431.11854750098
1505,211170.7549326929
1506,200154.13939937943
1507,207970.4257401968
1508,168568.91412118572
1509,168635.07155824156
1510,134410.24236612537
1511,148372.6731578213
1512,167377.70652005763
1513,163271.4788174648
1514,143276.21678925326
1515,196836.18907964748
1516,154803.2155344567
1517,146024.4692234876
1518,149454.16260534883
1519,210479.54394688082
1520,130710.51667738799
1521,145373.38021101992
1522,163762.72584633093
1523,124484.21311075508
1524,120118.01342409
1525,126767.93235645015
1526,128223.92674806113
1527,79886.2105518289
1528,129590.7766591464
1529,144675.54654736334
1530,158496.10664907773
1531,116501.37345922312
1532,96943.13257510058
1533,144717.67848986518
1534,123889.08941926048
1535,140172.12252489786
1536,117233.8292786508
1537,70950.18338162026
1538,176341.88765842153
1539,192555.43105818218
1540,119956.2237830322
1541,156555.5707864619
1542,140930.9574883996
1543,220748.90095267838
1544,73444.97810866321
1545,86080.6805799466
1546,123899.9137117671
1547,125631.69120334626
1548,132520.98256747363
1549,98073.60391971534
1550,144561.91979510203
1551,100415.45523560538
1552,133672.36785178795
