Id,SalePrice
1461,113585.47564638178
1462,146368.88606825756
1463,169907.77379119326
1464,193772.330390464
1465,197406.49315331498
1466,167500.2014481064
1467,186220.31400588516
1468,161429.63878504702
1469,188076.7157197088
1470,121932.13340790161
1471,168528.90416477807
1472,102101.58271660247
1473,96296.32489646881
1474,142777.12061169298
1475,116182.5899618596
1476,345416.94889822946
1477,246237.8950498622
1478,303106.2415934338
1479,302392.3392800235
1480,488281.35694772634
1481,322925.64026928134
1482,218212.70679251122
1483,170468.19260321083
1484,169480.9119834224
1485,202185.37778007283
1486,189500.44336350486
1487,337630.2284178049
1488,237068.03478771888
1489,188619.94503876934
1490,236036.24832548466
1491,192372.3831363275
1492,85294.21328949473
1493,195461.44944963962
1494,290362.26018426934
1495,276686.67388600926
1496,232900.5479752239
1497,173063.31102500888
1498,179170.05063931335
1499,165429.2889038997
1500,160326.05187797773
1501,173365.0401722953
1502,154945.54286503285
1503,280853.0704050301
1504,248056.3959588602
1505,229656.17246613864
1506,188981.53249269267
1507,238036.28484766398
1508,195138.49069832408
1509,156272.85917124708
1510,145747.105260101
1511,155397.52520192947
1512,169376.1124714504
1513,150198.321399896
1514,146799.48789228676
1515,184975.66740698094
1516,151877.1535773898
1517,162551.19971760825
1518,128438.84114666119
1519,206980.83948638182
1520,127588.55783739159
1521,123759.6010149735
1522,173992.8136700997
1523,111206.05584776358
1524,120871.93940955681
1525,117058.29262734788
1526,109871.40015736732
1527,104826.3778662963
1528,133781.89394235195
1529,150979.3122751618
1530,209111.00417329808
1531,117201.87935073249
1532,96921.38130555904
1533,145835.52164117305
1534,121549.33710687979
1535,133789.94445230023
1536,108758.15835211216
1537,56263.941919339435
1538,148340.94404208133
1539,190545.6037693785
1540,89106.39652521434
1541,139878.88752258875
1542,131562.79935768698
1543,176198.75074743057
1544,88752.33437791129
1545,117510.3327032254
1546,143966.03335156036
1547,131756.6819035581
1548,140923.32542271042
1549,127212.1282776986
1550,136543.2786918585
1551,101283.05035998681
1552,143603.72979522691
1553,142536.69199054962
1554,128395.77222715814
1555,148739.4981805687
1556,88546.05270108023
1557,96509.09336805306
1558,105487.17694856886
1559,74006.72474774999
1560,126517.38488866625
1561,112636.13979071364
1562,134052.07762736105
1563,121447.92185687905
1564,152553.85269786883
1565,142233.4121316445
1566,237572.08571613024
1567,76286.61334755845
1568,241694.33674580822
1569,125110.17579711143
1570,140208.0244968587
1571,109578.31680572956
1572,134588.14499492027
1573,218202.8548627993
1574,114814.70612751803
1575,230740.49923242422
1576,245923.89184375544
1577,185984.95368241353
1578,142819.18755992572
1579,140445.44562175733
1580,198056.78906904423
1581,158286.92263350857
1582,131088.18331331183
1583,281287.3428534094
1584,220317.8591220439
1585,142028.9930392984
1586,73755.36291687687
1587,110704.25220857847
1588,150346.55419322022
1589,94748.10489108085
1590,132527.20789135448
1591,91996.27722108335
1592,107036.68351110746
1593,133629.3861882473
1594,132736.1934134715
1595,104372.29164816532
1596,210070.8371884509
1597,196405.52874419492
1598,223924.16328161507
1599,173751.08022462606
1600,166180.3085628995
1601,67759.34330129216
1602,113866.25783007008
1603,74063.01790019867
1604,253850.67817601006
1605,237949.15021790587
1606,167199.44590096045
1607,179458.5727609918
1608,226246.05048438537
1609,181765.9023444974
1610,150283.09043340097
1611,138054.71634602372
1612,167465.50573100074
1613,168678.84399232833
1614,127585.94701375092
1615,92032.6531090099
1616,78126.47239422551
1617,93745.08594525224
1618,134682.74539873234
1619,148218.01387423012
1620,164468.4386119618
1621,127970.77541389408
1622,150688.16124184904
1623,255708.62253810978
1624,197199.5767075122
1625,117013.4476260889
1626,171484.83877273867
1627,185887.5040790282
1628,277387.7038571545
1629,185690.14422104176
1630,322406.4174242014
1631,226936.39863745976
1632,227580.45231219346
1633,190697.50856169115
1634,187655.0363653584
1635,176652.1615609526
1636,155859.38496646256
1637,194882.42898381446
1638,175586.48249934177
1639,185975.58581082823
1640,246065.72928632546
1641,178339.34749430633
1642,245954.18311760502
1643,217810.72255230363
1644,243691.15634878326
1645,207263.97483278863
1646,164606.52374179164
1647,160005.7330146193
1648,131088.41047710934
1649,147374.81695059393
1650,119273.0882683299
1651,123364.69451343887
1652,102900.06903690891
1653,105746.98213621712
1654,145522.12351437678
1655,140154.04901470305
1656,139194.93686354198
1657,148768.4825411226
1658,149543.7945624464
1659,128632.55742021612
1660,158555.05551986131
1661,408752.28663042857
1662,396316.7830065557
1663,361956.66226967913
1664,478223.3832994511
1665,307299.9502179624
1666,317000.08092249127
1667,361698.16002435377
1668,350391.106860074
1669,315589.0438992902
1670,341784.62460739113
1671,261371.1974348456
1672,417663.86818033986
1673,294683.3713453423
1674,246727.70260896118
1675,195908.03673185434
1676,195246.73122570102
1677,214577.66495034905
1678,438782.54623658845
1679,387649.578203815
1680,310931.8217899301
1681,246621.24345829614
1682,319115.3701514222
1683,194089.8512201657
1684,179267.40634575277
1685,174408.16654020656
1686,176415.4794789852
1687,178619.7120655706
1688,185780.56009995023
1689,193810.32000860028
1690,203422.22535813745
1691,196457.98385740005
1692,263951.53813559795
1693,176054.1376334196
1694,184593.46129637084
1695,178598.97872943617
1696,269713.88048857043
1697,183378.36101207312
1698,333735.88386428275
1699,335393.83551767765
1700,258121.71792795323
1701,269177.3943776311
1702,229239.51685999308
1703,240354.9599153766
1704,272348.497701295
1705,250111.60153112086
1706,351805.12287938147
1707,206990.8687812956
1708,203349.10778560693
1709,260014.6526560079
1710,227633.83479828353
1711,280393.04173201695
1712,254403.78010107792
1713,274719.01801423443
1714,216921.33526419685
1715,209583.26282336286
1716,183605.69584022462
1717,189962.91815246097
1718,135891.54875023078
1719,203936.95272308198
1720,234216.95949105796
1721,161276.5439485527
1722,120351.1131721055
1723,152290.32537590674
1724,204468.17149139836
1725,244098.50616449057
1726,184943.86799440935
1727,152000.16026902382
1728,175533.57278709795
1729,170878.6157770701
1730,154434.61537719762
1731,120866.30648999345
1732,130989.7122528436
1733,111547.45857158383
1734,123489.4482496614
1735,129490.87738812815
1736,109435.59291763623
1737,299545.5518968675
1738,256048.1820037346
1739,245167.0989429723
1740,212257.54461260926
1741,192025.6222223067
1742,167528.72682110826
1743,177325.0265091733
1744,326338.25460405037
1745,206799.94219854215
1746,196516.13757023637
1747,207158.52125092605
1748,221537.29278083376
1749,138221.87210800004
1750,117160.88454761734
1751,251488.56332165428
1752,120865.23052064775
1753,145144.19828327963
1754,192252.31558085693
1755,157945.8806163959
1756,135278.64984655604
1757,124616.78839395517
1758,149791.38044772987
1759,159330.23299193944
1760,164903.37990122978
1761,135584.99559995244
1762,185227.94943665818
1763,178638.0617715321
1764,117884.32415964776
1765,156757.49085571832
1766,196629.5567558128
1767,211635.77563940373
